,Year,Population,Country,GDP per capita (OWiD),Government Expenditure (IMF & Wiki),Region,Subregion
6603,1998,40362356.0,Spain,24284.861,45.29531,Europe,Southern Europe
6604,1999,40542232.0,Spain,25549.54,43.44076,Europe,Southern Europe
6605,2000,40741652.0,Spain,26994.86,42.43597,Europe,Southern Europe
6606,2001,40966448.0,Spain,28153.553,41.71212,Europe,Southern Europe
6607,2002,41477652.0,Spain,28753.322,41.62068,Europe,Southern Europe
6608,2003,42230268.0,Spain,29371.865,40.77946,Europe,Southern Europe
6609,2004,42959672.0,Spain,30088.092,40.93132,Europe,Southern Europe
6610,2005,43685372.0,Spain,30885.602,40.2258,Europe,Southern Europe
6611,2006,44422824.0,Spain,31907.424,39.9897,Europe,Southern Europe
6612,2007,45245784.0,Spain,32735.434,40.82029,Europe,Southern Europe
6613,2008,45966544.0,Spain,32844.324,43.05654,Europe,Southern Europe
6614,2009,46367772.0,Spain,31669.691,48.03056,Europe,Southern Europe
6615,2010,46572776.0,Spain,31786.404,47.53594,Europe,Southern Europe
6616,2011,46729232.0,Spain,31600.0,46.29512,Europe,Southern Europe
6617,2012,46756084.0,Spain,30645.215,46.96032369571678,Europe,Southern Europe
6618,2013,46603460.0,Spain,30327.451,47.62986728274852,Europe,Southern Europe
6619,2014,46464548.0,Spain,30842.184,48.29594902804921,Europe,Southern Europe
6620,2015,46431344.0,Spain,32057.098,48.960400518907,Europe,Southern Europe
6621,2016,46473320.0,Spain,33002.676,49.62322175532193,Europe,Southern Europe
6622,2017,46584168.0,Spain,33924.137,50.28622198009268,Europe,Southern Europe
6623,2018,46792044.0,Spain,34553.625,50.945778241171325,Europe,Southern Europe
6624,2019,47131372.0,Spain,34957.465,51.60370424780711,Europe,Southern Europe
6625,2020,47363808.0,Spain,30834.514,52.26,Europe,Southern Europe
6626,1850,14878948.0,Spain,1702.9349,7.46,Europe,Southern Europe
6627,1851,14962372.0,Spain,1718.4222,8.679127787879555,Europe,Southern Europe
6628,1852,15041059.0,Spain,1783.8385,9.81117144014405,Europe,Southern Europe
6629,1853,15114951.0,Spain,1783.834,10.85887423941131,Europe,Southern Europe
6630,1854,15189206.0,Spain,1801.4556,11.816511033772775,Europe,Southern Europe
6631,1855,15263826.0,Spain,1889.0897,12.687063692519178,Europe,Southern Europe
6632,1856,15338812.0,Spain,1797.5085,13.470532215650525,Europe,Southern Europe
6633,1857,15414166.0,Spain,1744.0303,14.168704885430849,Europe,Southern Europe
6634,1858,15489891.0,Spain,1778.368,14.77776655065916,Europe,Southern Europe
6635,1859,15561625.0,Spain,1861.1266,15.299744080272417,Europe,Southern Europe
6636,1860,15629333.0,Spain,1927.7725,15.734637474270613,Europe,Southern Europe
6637,1861,15692979.0,Spain,1929.4049,16.083280014563996,Europe,Southern Europe
6638,1862,15752530.0,Spain,1929.6805,16.343766550659165,Europe,Southern Europe
6639,1863,15807948.0,Spain,1956.3545,16.51716895113927,Europe,Southern Europe
6640,1864,15863561.0,Spain,1943.1622,16.603487216004314,Europe,Southern Europe
6641,1865,15919369.0,Spain,1862.083,16.60259962681076,Europe,Southern Europe
6642,1866,15975374.0,Spain,1974.4524,16.514511033772777,Europe,Southern Europe
6643,1867,16031576.0,Spain,1943.7188,16.339338305119732,Europe,Southern Europe
6644,1868,16087976.0,Spain,1698.7675,16.077081440851632,Europe,Southern Europe
6645,1869,16146102.0,Spain,1757.928,15.72666372217114,Europe,Southern Europe
6646,1870,16205967.0,Spain,1806.4563,15.29,Europe,Southern Europe
6647,1871,16267583.0,Spain,1945.4274,14.766252142213808,Europe,Southern Europe
6648,1872,16330962.0,Spain,2242.9653,14.155420148812558,Europe,Southern Europe
6649,1873,16396117.0,Spain,2423.9065,13.455472300645125,Europe,Southern Europe
6650,1874,16461531.0,Spain,2212.9285,12.670233449340842,Europe,Southern Europe
6651,1875,16527207.0,Spain,2273.853,11.7979104624215,Europe,Southern Europe
6652,1876,16593144.0,Spain,2343.2007,10.940538249609578,Europe,Southern Europe
6653,1877,16659345.0,Spain,2598.2527,10.198283957798225,Europe,Southern Europe
6654,1878,16725809.0,Spain,2492.02,9.57520362136892,Europe,Southern Europe
6655,1879,16796632.0,Spain,2313.52,9.06910896876951,Europe,Southern Europe
6656,1936,24809105.0,Spain,2872.1194,16.98906640765824,Europe,Southern Europe
6657,1937,25043533.0,Spain,2650.117,18.085329917102715,Europe,Southern Europe
6658,1938,25280177.0,Spain,2632.5513,18.892546733611407,Europe,Southern Europe
6659,1939,25514739.0,Spain,2881.3777,19.414103427910497,Europe,Southern Europe
6660,1990,17204098.0,Sri Lanka,3864.0,36.20257891,Asia,Southern Asia
6661,1991,17416596.0,Sri Lanka,4214.982,36.98914759,Asia,Southern Asia
6662,1992,17624462.0,Sri Lanka,4020.974,33.1401173,Asia,Southern Asia
6663,1993,17825610.0,Sri Lanka,4247.023,33.26363024,Asia,Southern Asia
6664,1994,18011746.0,Sri Lanka,4500.8193,34.86264355,Asia,Southern Asia
6665,1995,18177570.0,Sri Lanka,4702.295,34.99840078,Asia,Southern Asia
6666,1996,18322504.0,Sri Lanka,5187.709,33.68243363,Asia,Southern Asia
6667,1997,18449120.0,Sri Lanka,5628.5303,31.53355508,Asia,Southern Asia
6668,1998,18560806.0,Sri Lanka,5440.221,30.68669067,Asia,Southern Asia
6669,1999,18670408.0,Sri Lanka,5488.515,29.83684559,Asia,Southern Asia
6670,2000,18776374.0,Sri Lanka,5841.094,31.29287258,Asia,Southern Asia
6671,2001,18920278.0,Sri Lanka,5620.966,33.03338729,Asia,Southern Asia
6672,2002,19110706.0,Sri Lanka,5721.3086,31.75374396,Asia,Southern Asia
6673,2003,19303182.0,Sri Lanka,5963.57,29.7837877,Asia,Southern Asia
6674,2004,19490434.0,Sri Lanka,6191.9663,28.53822935,Asia,Southern Asia
6675,2005,19673866.0,Sri Lanka,6491.198,28.74054849,Asia,Southern Asia
6676,2006,19870706.0,Sri Lanka,6904.036,29.41541781,Asia,Southern Asia
6677,2007,20078652.0,Sri Lanka,7283.6323,28.62177424,Asia,Southern Asia
6678,2008,20285640.0,Sri Lanka,7622.4087,27.40168074,Asia,Southern Asia
6679,2009,20482484.0,Sri Lanka,7796.6475,31.26184908,Asia,Southern Asia
6680,2010,20668556.0,Sri Lanka,8319.703,29.13573695,Asia,Southern Asia
6681,2011,20859746.0,Sri Lanka,8918.0,26.84604863,Asia,Southern Asia
6682,1990,21090892.0,Sudan,1211.0,28.55731818,Africa,Northern Africa
6683,1991,21453710.0,Sudan,1277.6892,42.69587886,Africa,Northern Africa
6684,1992,21780058.0,Sudan,1336.0544,47.22630192,Africa,Northern Africa
6685,1993,22163254.0,Sudan,1374.3846,22.29741393,Africa,Northern Africa
6686,1994,22703632.0,Sudan,1386.1075,19.76617425,Africa,Northern Africa
6687,1995,23290602.0,Sudan,1467.7085,12.7649525,Africa,Northern Africa
6688,1996,23862260.0,Sudan,1551.8574,9.422016576,Africa,Northern Africa
6689,1997,24454376.0,Sudan,1714.3776,6.982020125,Africa,Northern Africa
6690,1998,25029146.0,Sudan,1785.0996,8.169617339,Africa,Northern Africa
6691,1999,25634162.0,Sudan,1837.498,9.176170996,Africa,Northern Africa
6692,2000,26298778.0,Sudan,1951.4658,12.20029625,Africa,Northern Africa
6693,2001,26947252.0,Sudan,2075.622,12.53205663,Africa,Northern Africa
6694,2002,27570326.0,Sudan,2205.5723,14.22559597,Africa,Northern Africa
6695,2003,28188984.0,Sudan,2373.057,16.76523428,Africa,Northern Africa
6696,2004,28831556.0,Sudan,2461.3003,21.96972504,Africa,Northern Africa
6697,2005,29540584.0,Sudan,2642.5208,27.52979073,Africa,Northern Africa
6698,2006,30332970.0,Sudan,2903.8008,24.9806703,Africa,Northern Africa
6699,2007,31191168.0,Sudan,3233.6978,26.33067221,Africa,Northern Africa
6700,2008,32065240.0,Sudan,3478.8877,24.41045015,Africa,Northern Africa
6701,2009,32948156.0,Sudan,3580.1877,21.5194306,Africa,Northern Africa
6702,2010,33739932.0,Sudan,3707.3027,20.14279517,Africa,Northern Africa
6703,2011,34419628.0,Sudan,3669.0,19.18314833,Africa,Northern Africa
6704,1880,4563030.0,Sweden,2359.0,7.514766641,Europe,Northern Europe
6705,1881,4592421.0,Sweden,2444.0,7.295471147,Europe,Northern Europe
6706,1882,4617513.0,Sweden,2354.0,6.70709583,Europe,Northern Europe
6707,1883,4638245.0,Sweden,2531.0,6.7825811,Europe,Northern Europe
6708,1884,4659071.0,Sweden,2477.0,6.966521739,Europe,Northern Europe
6709,1885,4679989.0,Sweden,2522.0,7.295362319,Europe,Northern Europe
6710,1886,4701002.0,Sweden,2547.0,8.41265528,Europe,Northern Europe
6711,1887,4722109.0,Sweden,2471.0,8.788603531,Europe,Northern Europe
6712,1888,4743311.0,Sweden,2511.0,7.970426829,Europe,Northern Europe
6713,1889,4766883.0,Sweden,2549.0,7.590085592,Europe,Northern Europe
6714,1890,4792852.0,Sweden,2606.0,7.606315059,Europe,Northern Europe
6715,1891,4821244.0,Sweden,2748.0,7.794462755,Europe,Northern Europe
6716,1892,4852087.0,Sweden,2713.0,7.595422308,Europe,Northern Europe
6717,1893,4885406.0,Sweden,2778.0,7.744473342,Europe,Northern Europe
6718,1894,4918955.0,Sweden,2791.0,7.779231771,Europe,Northern Europe
6719,1895,4952734.0,Sweden,2927.0,7.150308642,Europe,Northern Europe
6720,1896,4986745.0,Sweden,3003.0,8.479107981,Europe,Northern Europe
6721,1897,5020989.0,Sweden,3121.0,6.966109012,Europe,Northern Europe
6722,1898,5055469.0,Sweden,3228.0,6.856081755,Europe,Northern Europe
6723,1899,5089642.0,Sweden,3308.0,7.106287564,Europe,Northern Europe
6724,1900,5123503.0,Sweden,3320.0,7.724335286,Europe,Northern Europe
6725,1901,5157047.0,Sweden,3406.0,8.520257827,Europe,Northern Europe
6726,1902,5190268.0,Sweden,3362.0,9.011878453,Europe,Northern Europe
6727,1903,5223160.0,Sweden,3539.0,8.469529564,Europe,Northern Europe
6728,1904,5256260.0,Sweden,3599.0,9.08065199,Europe,Northern Europe
6729,1905,5289570.0,Sweden,3547.0,9.106327543,Europe,Northern Europe
6730,1906,5323091.0,Sweden,3830.0,8.274623023,Europe,Northern Europe
6731,1907,5356825.0,Sweden,4085.0,8.332764391,Europe,Northern Europe
6732,1908,5390772.0,Sweden,3959.0,9.692596349,Europe,Northern Europe
6733,1909,5426317.0,Sweden,3980.0,10.03214286,Europe,Northern Europe
6734,1910,5463482.0,Sweden,4053.0,9.094751728,Europe,Northern Europe
6735,1911,5502286.0,Sweden,4154.0,8.91089566,Europe,Northern Europe
6736,1912,5542751.0,Sweden,4312.0,7.780340156,Europe,Northern Europe
6737,1913,5584898.0,Sweden,4581.0,7.284131182,Europe,Northern Europe
6738,1914,5627365.0,Sweden,4678.0,7.610911493,Europe,Northern Europe
6739,1915,5670156.0,Sweden,4841.0,10.01911091,Europe,Northern Europe
6740,1916,5713272.0,Sweden,5109.0,8.449107793,Europe,Northern Europe
6741,1917,5756715.0,Sweden,4799.0,10.66178206,Europe,Northern Europe
6742,1918,5800311.0,Sweden,4434.0,18.87380701,Europe,Northern Europe
6743,1919,5840331.0,Sweden,4503.0,8.469777694,Europe,Northern Europe
6744,1920,5876734.0,Sweden,4788.0,8.154599057,Europe,Northern Europe
6745,1921,5909474.0,Sweden,4543.0,12.69289363,Europe,Northern Europe
6746,1922,5938507.0,Sweden,4868.0,12.48030089,Europe,Northern Europe
6747,1923,5963789.0,Sweden,5023.0,5.781212121,Europe,Northern Europe
6748,1924,5989178.0,Sweden,5365.0,10.6323282,Europe,Northern Europe
6749,1925,6014675.0,Sweden,5488.0,10.4621214,Europe,Northern Europe
6750,1926,6040280.0,Sweden,5756.0,10.25324126,Europe,Northern Europe
6751,1927,6065995.0,Sweden,5942.0,10.47545051,Europe,Northern Europe
6752,1928,6091819.0,Sweden,6113.0,9.538613034,Europe,Northern Europe
6753,1929,6116959.0,Sweden,6476.0,9.672184455,Europe,Northern Europe
6754,1930,6141408.0,Sweden,6755.0,9.699637476,Europe,Northern Europe
6755,1931,6165161.0,Sweden,6582.0,10.61666259,Europe,Northern Europe
6756,1932,6188213.0,Sweden,6325.0,12.29566759,Europe,Northern Europe
6757,1933,6210556.0,Sweden,6429.0,14.82478743,Europe,Northern Europe
6758,1934,6232980.0,Sweden,6845.0,12.31006624,Europe,Northern Europe
6759,1935,6255485.0,Sweden,7160.0,13.17782413,Europe,Northern Europe
6760,1936,6278071.0,Sweden,7396.0,11.8931729,Europe,Northern Europe
6761,1937,6300739.0,Sweden,7579.0,11.24510931,Europe,Northern Europe
6762,1938,6323489.0,Sweden,7812.0,12.57424256,Europe,Northern Europe
6763,1939,6354332.0,Sweden,8370.0,13.90124094,Europe,Northern Europe
6764,1940,6393377.0,Sweden,7739.0,23.49946431,Europe,Northern Europe
6765,1941,6440733.0,Sweden,7511.0,28.47118932,Europe,Northern Europe
6766,1942,6496512.0,Sweden,7557.0,27.54337473,Europe,Northern Europe
6767,1943,6560825.0,Sweden,7779.0,28.11959455,Europe,Northern Europe
6768,1944,6625775.0,Sweden,7987.0,27.92217588,Europe,Northern Europe
6769,1945,6691367.0,Sweden,8201.0,27.64042754,Europe,Northern Europe
6770,1946,6757610.0,Sweden,9000.0,19.06250243,Europe,Northern Europe
6771,1947,6824507.0,Sweden,9709.0,17.98549355,Europe,Northern Europe
6772,1948,6892068.0,Sweden,9822.0,18.40326048,Europe,Northern Europe
6773,1949,6955459.0,Sweden,10127.0,20.69780166,Europe,Northern Europe
6774,1950,7014611.0,Sweden,10742.0,19.36151651,Europe,Northern Europe
6775,1951,7068422.0,Sweden,11077.0,17.94380335,Europe,Northern Europe
6776,1952,7119455.0,Sweden,11152.0,20.04686574,Europe,Northern Europe
6777,1953,7169979.0,Sweden,11389.0,22.5971945,Europe,Northern Europe
6778,1954,7217603.0,Sweden,11799.0,22.29019149,Europe,Northern Europe
6779,1955,7264358.0,Sweden,12060.0,21.96710926,Europe,Northern Europe
6780,1956,7312100.0,Sweden,12428.0,22.4279221,Europe,Northern Europe
6781,1957,7358125.0,Sweden,12899.0,23.11091005,Europe,Northern Europe
6782,1958,7403293.0,Sweden,12884.0,25.07389033,Europe,Northern Europe
6783,1959,7449319.0,Sweden,13211.0,25.31642826,Europe,Northern Europe
6784,1960,7492907.0,Sweden,13849.0,25.60655641,Europe,Northern Europe
6785,1961,7536314.0,Sweden,14564.0,24.96083762,Europe,Northern Europe
6786,1962,7582638.0,Sweden,15093.0,24.53777127,Europe,Northern Europe
6787,1963,7632938.0,Sweden,15808.0,25.31330309,Europe,Northern Europe
6788,1964,7691821.0,Sweden,16761.0,24.26438809,Europe,Northern Europe
6789,1965,7755758.0,Sweden,17239.0,25.44694658,Europe,Northern Europe
6790,1966,7819976.0,Sweden,17432.0,27.30484404,Europe,Northern Europe
6791,1967,7882645.0,Sweden,17883.0,28.5293612,Europe,Northern Europe
6792,1968,7937776.0,Sweden,18428.0,29.21290534,Europe,Northern Europe
6793,1969,7983538.0,Sweden,19215.0,29.7068835,Europe,Northern Europe
6794,1970,8027701.0,Sweden,20269.0,30.6754076,Europe,Northern Europe
6795,1971,8073823.0,Sweden,20320.0,31.11654164,Europe,Northern Europe
6796,1972,8117718.0,Sweden,20725.0,33.09283279,Europe,Northern Europe
6797,1973,8156938.0,Sweden,21509.0,32.24185756,Europe,Northern Europe
6798,1974,8193157.0,Sweden,22132.0,31.25188814,Europe,Northern Europe
6799,1975,8224408.0,Sweden,22607.0,31.98083956,Europe,Northern Europe
6800,1976,8246992.0,Sweden,22765.0,33.74592004,Europe,Northern Europe
6801,1977,8265245.0,Sweden,22322.0,37.37842604,Europe,Northern Europe
6802,1978,8281304.0,Sweden,22646.0,41.11171549,Europe,Northern Europe
6803,1979,8296037.0,Sweden,23465.0,42.1440798,Europe,Northern Europe
6804,1980,8311761.0,Sweden,23809.0,44.35612958,Europe,Northern Europe
6805,1981,8326689.0,Sweden,23777.0,51.18618291,Europe,Northern Europe
6806,1982,8340726.0,Sweden,24002.0,51.82246129,Europe,Northern Europe
6807,1983,8355111.0,Sweden,24412.0,57.04370198,Europe,Northern Europe
6808,1984,8371284.0,Sweden,25357.0,56.16902404,Europe,Northern Europe
6809,1985,8389918.0,Sweden,25805.0,58.47367018,Europe,Northern Europe
6810,1986,8411798.0,Sweden,26309.0,50.82094734,Europe,Northern Europe
6811,1987,8438000.0,Sweden,27016.0,48.67391865,Europe,Northern Europe
6812,1988,8468135.0,Sweden,27468.0,43.88786606,Europe,Northern Europe
6813,1989,8504982.0,Sweden,27933.0,41.19810295,Europe,Northern Europe
6814,1990,8548407.0,Sweden,28068.0,43.92386098,Europe,Northern Europe
6815,1991,8594170.0,Sweden,27614.035,46.55526489,Europe,Northern Europe
6816,1992,8640277.0,Sweden,27198.53,51.46051131,Europe,Northern Europe
6817,1993,8683403.0,Sweden,26558.824,77.39828,Europe,Northern Europe
6818,1994,8723467.0,Sweden,27505.955,75.78268,Europe,Northern Europe
6819,1995,8758496.0,Sweden,28519.443,70.24977,Europe,Northern Europe
6820,1996,8785493.0,Sweden,29012.105,68.29779,Europe,Northern Europe
6821,1997,8807868.0,Sweden,29862.666,65.8784,Europe,Northern Europe
6822,1998,8828629.0,Sweden,31187.164,63.32514,Europe,Northern Europe
6823,1999,8848881.0,Sweden,32705.215,62.10935,Europe,Northern Europe
6824,2000,8871042.0,Sweden,34202.605,58.55471,Europe,Northern Europe
6825,2001,8896748.0,Sweden,34666.664,57.26162,Europe,Northern Europe
6826,2002,8926011.0,Sweden,35569.773,58.64216,Europe,Northern Europe
6827,2003,8961506.0,Sweden,36435.754,57.90374,Europe,Northern Europe
6828,2004,9004263.0,Sweden,38016.062,55.98159,Europe,Northern Europe
6829,2005,9051739.0,Sweden,39258.992,55.70514,Europe,Northern Europe
6830,2006,9104724.0,Sweden,40992.3,54.43795,Europe,Northern Europe
6831,2007,9164274.0,Sweden,42399.844,52.70869,Europe,Northern Europe
6832,2008,9229282.0,Sweden,42189.965,53.32623,Europe,Northern Europe
6833,2009,9301413.0,Sweden,40116.312,56.21848,Europe,Northern Europe
6834,2010,9381722.0,Sweden,42634.754,53.91806,Europe,Northern Europe
6835,2011,9467384.0,Sweden,42079.0,49.863368,Europe,Northern Europe
6836,2012,9555984.0,Sweden,41523.145,52.328174499006344,Europe,Northern Europe
6837,2013,9648935.0,Sweden,41661.805,52.1585375377169,Europe,Northern Europe
6838,2014,9747507.0,Sweden,42346.836,52.06389090147324,Europe,Northern Europe
6839,2015,9849344.0,Sweden,43782.457,52.043669149413915,Europe,Northern Europe
6840,2016,9953322.0,Sweden,44131.03,52.097872281538955,Europe,Northern Europe
6841,2017,10058191.0,Sweden,44658.484,52.22695493458889,Europe,Northern Europe
6842,2018,10162300.0,Sweden,45003.492,52.4302117388749,Europe,Northern Europe
6843,2019,10267922.0,Sweden,45434.402,52.70789342734528,Europe,Northern Europe
6844,2020,10368968.0,Sweden,44128.332,53.06,Europe,Northern Europe
6845,1850,3461607.0,Sweden,1715.0,5.09,Europe,Northern Europe
6846,1851,3496809.0,Sweden,1682.0,5.098015650773903,Europe,Northern Europe
6847,1852,3532116.0,Sweden,1645.0,5.1097606732801,Europe,Northern Europe
6848,1853,3567529.0,Sweden,1667.0,5.1252825858441575,Europe,Northern Europe
6849,1854,3603296.0,Sweden,1685.0,5.144496569271741,Europe,Northern Europe
6850,1855,3639423.0,Sweden,1788.0,5.167439924431618,Europe,Northern Europe
6851,1856,3675911.0,Sweden,1771.0,5.194112651323788,Europe,Northern Europe
6852,1857,3712765.0,Sweden,1819.0,5.224603166094057,Europe,Northern Europe
6853,1858,3749989.0,Sweden,1841.0,5.258744853907613,Europe,Northern Europe
6854,1859,3786484.0,Sweden,1906.0,5.296615913453463,Europe,Northern Europe
6855,1860,3822233.0,Sweden,1941.0,5.338216344731605,Europe,Northern Europe
6856,1861,3857220.0,Sweden,1865.0,5.3836754617080835,Europe,Northern Europe
6857,1862,3891427.0,Sweden,1808.0,5.432744853907614,Europe,Northern Europe
6858,1863,3924837.0,Sweden,1886.0,5.485543617839436,Europe,Northern Europe
6859,1864,3958533.0,Sweden,1919.0,5.542071753503553,Europe,Northern Europe
6860,1865,3992519.0,Sweden,1953.0,5.6024994726862385,Europe,Northern Europe
6861,1866,4026796.0,Sweden,1921.0,5.666496569271743,Europe,Northern Europe
6862,1867,4061368.0,Sweden,1949.0,5.734223037589539,Europe,Northern Europe
6863,1868,4096237.0,Sweden,1774.0,5.805678877639629,Europe,Northern Europe
6864,1869,4132102.0,Sweden,1902.0,5.881075199028524,Europe,Northern Europe
6865,1870,4168979.0,Sweden,2144.0,5.96,Europe,Northern Europe
6866,1871,4206884.0,Sweden,2219.0,6.042654172703771,Europe,Northern Europe
6867,1872,4245832.0,Sweden,2259.0,6.129037717139834,Europe,Northern Europe
6868,1873,4285838.0,Sweden,2284.0,6.219402640734938,Europe,Northern Europe
6869,1874,4326221.0,Sweden,2370.0,6.31325514609239,Europe,Northern Europe
6870,1875,4366984.0,Sweden,2286.0,6.4108370231821326,Europe,Northern Europe
6871,1876,4408132.0,Sweden,2431.0,6.504755953705101,Europe,Northern Europe
6872,1877,4449667.0,Sweden,2377.0,6.587831457414353,Europe,Northern Europe
6873,1878,4491594.0,Sweden,2291.0,6.659609569808745,Europe,Northern Europe
6874,1879,4529401.0,Sweden,2416.0,6.720332417337293,Europe,Northern Europe
6875,1899,3259490.0,Switzerland,6337.3184,4.041722,Europe,Western Europe
6876,1900,3297641.0,Switzerland,6611.7783,4.199664,Europe,Western Europe
6877,1901,3337042.0,Switzerland,6398.892,4.23542,Europe,Western Europe
6878,1902,3377719.0,Switzerland,6616.1543,4.097325,Europe,Western Europe
6879,1903,3419696.0,Switzerland,6472.2397,3.957023,Europe,Western Europe
6880,1904,3462195.0,Switzerland,6879.5747,4.124404,Europe,Western Europe
6881,1905,3505221.0,Switzerland,7184.5796,3.96933,Europe,Western Europe
6882,1906,3548783.0,Switzerland,7584.057,4.084576,Europe,Western Europe
6883,1907,3592885.0,Switzerland,7464.9795,4.188111,Europe,Western Europe
6884,1908,3637536.0,Switzerland,7507.7095,4.547631,Europe,Western Europe
6885,1909,3676239.0,Switzerland,7858.359,5.268371,Europe,Western Europe
6886,1910,3708897.0,Switzerland,8048.3516,4.332078,Europe,Western Europe
6887,1911,3735410.0,Switzerland,8043.9414,2.564573,Europe,Western Europe
6888,1912,3755677.0,Switzerland,8311.78,2.618266,Europe,Western Europe
6889,1913,3769598.0,Switzerland,8172.06,2.641399,Europe,Western Europe
6890,1929,4024685.0,Switzerland,9920.037,5.269,Europe,Western Europe
6891,1930,4042131.0,Switzerland,9969.324,5.38995,Europe,Western Europe
6892,1931,4059522.0,Switzerland,10055.485,5.70447,Europe,Western Europe
6893,1932,4076857.0,Switzerland,9752.443,6.53685,Europe,Western Europe
6894,1933,4094135.0,Switzerland,10009.108,6.92918,Europe,Western Europe
6895,1934,4111487.0,Switzerland,9997.376,7.0111,Europe,Western Europe
6896,1935,4128912.0,Switzerland,9478.808,7.37438,Europe,Western Europe
6897,1936,4146411.0,Switzerland,9301.847,7.87905,Europe,Western Europe
6898,1937,4163985.0,Switzerland,10039.292,7.12642,Europe,Western Europe
6899,1938,4181632.0,Switzerland,9608.57,8.70913,Europe,Western Europe
6900,1939,4204685.0,Switzerland,9836.152,12.65598,Europe,Western Europe
6901,1940,4233223.0,Switzerland,9802.373,19.39427,Europe,Western Europe
6902,1941,4267324.0,Switzerland,9217.349,18.65881,Europe,Western Europe
6903,1942,4307072.0,Switzerland,8739.767,15.97124,Europe,Western Europe
6904,1943,4352547.0,Switzerland,8642.973,16.67842,Europe,Western Europe
6905,1944,4398503.0,Switzerland,8890.739,17.93361,Europe,Western Europe
6906,1945,4444943.0,Switzerland,8839.315,15.81443,Europe,Western Europe
6907,1946,4491874.0,Switzerland,10866.098,13.14477,Europe,Western Europe
6908,1947,4539301.0,Switzerland,11020.95,10.60575,Europe,Western Europe
6909,1948,4587228.0,Switzerland,11189.343,11.59227,Europe,Western Europe
6910,1949,4638318.0,Switzerland,10943.544,10.996,Europe,Western Europe
6911,1950,4692636.0,Switzerland,11541.037,9.96332,Europe,Western Europe
6912,1951,4748099.0,Switzerland,11877.894,9.92963,Europe,Western Europe
6913,1952,4811625.0,Switzerland,12016.309,11.27179,Europe,Western Europe
6914,1953,4875720.0,Switzerland,12470.985,9.03291,Europe,Western Europe
6915,1954,4938947.0,Switzerland,13171.406,8.8502,Europe,Western Europe
6916,1955,5002416.0,Switzerland,13999.488,8.168775,Europe,Western Europe
6917,1956,5065957.0,Switzerland,14507.061,7.646709,Europe,Western Europe
6918,1957,5130587.0,Switzerland,14667.65,8.157049,Europe,Western Europe
6919,1958,5196919.0,Switzerland,14644.458,9.242954,Europe,Western Europe
6920,1959,5263263.0,Switzerland,15469.592,8.110474,Europe,Western Europe
6921,1960,5328275.0,Switzerland,16358.359,7.706557,Europe,Western Europe
6922,1961,5434674.0,Switzerland,17307.562,8.481223,Europe,Western Europe
6923,1962,5574228.0,Switzerland,17793.977,8.554722,Europe,Western Europe
6924,1963,5694677.0,Switzerland,18437.84,8.610045,Europe,Western Europe
6925,1964,5789750.0,Switzerland,19195.447,9.244631,Europe,Western Europe
6926,1965,5857048.0,Switzerland,19802.512,8.695431,Europe,Western Europe
6927,1966,5918589.0,Switzerland,20224.54,9.222437,Europe,Western Europe
6928,1967,5992343.0,Switzerland,20742.252,8.93812,Europe,Western Europe
6929,1968,6068208.0,Switzerland,21395.387,9.109667,Europe,Western Europe
6930,1969,6136805.0,Switzerland,22307.674,9.673993,Europe,Western Europe
6931,1970,6181231.0,Switzerland,23478.992,27.19561,Europe,Western Europe
6932,1971,6213706.0,Switzerland,24486.979,26.81328,Europe,Western Europe
6933,1972,6261160.0,Switzerland,25356.91,27.14102,Europe,Western Europe
6934,1973,6307365.0,Switzerland,26003.715,28.00504,Europe,Western Europe
6935,1974,6341220.0,Switzerland,25718.27,29.09918,Europe,Western Europe
6936,1975,6338272.0,Switzerland,24467.992,31.28246,Europe,Western Europe
6937,1976,6302079.0,Switzerland,24752.908,33.65621,Europe,Western Europe
6938,1977,6280842.0,Switzerland,25430.568,33.1508,Europe,Western Europe
6939,1978,6281527.0,Switzerland,26158.8,32.46878,Europe,Western Europe
6940,1979,6294185.0,Switzerland,26641.096,32.37389,Europe,Western Europe
6941,1980,6319116.0,Switzerland,27405.73,31.75488,Europe,Western Europe
6942,1981,6353701.0,Switzerland,27729.586,31.2787,Europe,Western Europe
6943,1982,6390953.0,Switzerland,27660.95,32.31118,Europe,Western Europe
6944,1983,6418416.0,Switzerland,28009.328,33.00328,Europe,Western Europe
6945,1984,6441452.0,Switzerland,28315.082,32.03849,Europe,Western Europe
6946,1985,6469830.0,Switzerland,29416.752,31.67375,Europe,Western Europe
6947,1986,6503525.0,Switzerland,30847.994,31.30208,Europe,Western Europe
6948,1987,6544455.0,Switzerland,31774.371,31.15139,Europe,Western Europe
6949,1988,6592667.0,Switzerland,32482.908,31.70359,Europe,Western Europe
6950,1989,6646209.0,Switzerland,33315.586,31.22796,Europe,Western Europe
6951,1990,6711685.0,Switzerland,34250.0,31.66764,Europe,Western Europe
6952,1991,6795392.0,Switzerland,34128.64,33.63024,Europe,Western Europe
6953,1992,6873188.0,Switzerland,34356.8,36.03992,Europe,Western Europe
6954,1993,6936123.0,Switzerland,34625.535,36.99618,Europe,Western Europe
6955,1994,6991543.0,Switzerland,35423.83,37.23046,Europe,Western Europe
6956,1995,7038302.0,Switzerland,36004.23,37.08927,Europe,Western Europe
6957,1996,7069694.0,Switzerland,36720.492,37.27758,Europe,Western Europe
