,Year,Population,Country,GDP per capita (OWiD),Government Expenditure (IMF & Wiki),Region,Subregion
2419,1910,40344819.0,France,4726.0,12.59469,Europe,Western Europe
2420,1911,40224160.0,France,5180.0,11.93194,Europe,Western Europe
2421,1912,40047151.0,France,5601.0,11.2885,Europe,Western Europe
2422,1913,39814066.0,France,5555.0,11.89203,Europe,Western Europe
2423,1924,39258004.0,France,6661.0,5.96786,Europe,Western Europe
2424,1925,39513139.0,France,6641.0,15.88155,Europe,Western Europe
2425,1926,39769931.0,France,6773.0,18.88621,Europe,Western Europe
2426,1927,40028393.0,France,6621.0,18.70396,Europe,Western Europe
2427,1928,40288534.0,France,7063.0,17.05058,Europe,Western Europe
2428,1929,40485273.0,France,7508.0,21.95336,Europe,Western Europe
2429,1930,40618294.0,France,7224.0,23.06238,Europe,Western Europe
2430,1931,40687278.0,France,6751.0,24.18052,Europe,Western Europe
2431,1932,40691906.0,France,6311.0,20.03474,Europe,Western Europe
2432,1933,40631855.0,France,6757.0,28.26713,Europe,Western Europe
2433,1934,40571892.0,France,6682.0,29.69472,Europe,Western Europe
2434,1935,40512018.0,France,6513.0,24.8028,Europe,Western Europe
2435,1936,40452232.0,France,6765.0,18.77533,Europe,Western Europe
2436,1937,40392535.0,France,7152.0,20.63346,Europe,Western Europe
2437,1938,40332925.0,France,7119.0,26.81474,Europe,Western Europe
2438,1946,41101259.0,France,6145.0,23.25692,Europe,Western Europe
2439,1947,41250956.0,France,6596.0,26.25008,Europe,Western Europe
2440,1948,41401199.0,France,7002.0,25.525865,Europe,Western Europe
2441,1949,41598134.0,France,7884.0,26.379104,Europe,Western Europe
2442,1950,41842356.0,France,8266.0,25.048973,Europe,Western Europe
2443,1951,42196660.0,France,8705.0,24.528,Europe,Western Europe
2444,1952,42542396.0,France,8869.0,26.204059,Europe,Western Europe
2445,1953,42883300.0,France,9060.0,26.124184,Europe,Western Europe
2446,1954,43225644.0,France,9428.0,23.32717,Europe,Western Europe
2447,1955,43593852.0,France,9881.0,20.97112,Europe,Western Europe
2448,1956,43959224.0,France,10278.0,22.5803,Europe,Western Europe
2449,1957,44338088.0,France,10779.0,22.30554,Europe,Western Europe
2450,1958,44754360.0,France,10927.0,20.79117,Europe,Western Europe
2451,1959,45201848.0,France,11124.0,21.1236,Europe,Western Europe
2452,1960,45659572.0,France,11792.0,23.26998,Europe,Western Europe
2453,1961,46143028.0,France,12302.0,22.92259,Europe,Western Europe
2454,1962,46635188.0,France,12859.0,22.75925,Europe,Western Europe
2455,1963,47121244.0,France,13330.0,23.519254,Europe,Western Europe
2456,1964,47641948.0,France,14057.0,21.816742,Europe,Western Europe
2457,1965,48168800.0,France,14609.0,21.822788,Europe,Western Europe
2458,1966,48683088.0,France,15213.0,22.08657,Europe,Western Europe
2459,1967,49181404.0,France,15792.0,22.277011,Europe,Western Europe
2460,1968,49647272.0,France,16365.0,23.581671,Europe,Western Europe
2461,1969,50087056.0,France,17352.0,22.313811,Europe,Western Europe
2462,1970,50523588.0,France,18187.0,21.191559,Europe,Western Europe
2463,1971,50970696.0,France,18881.0,20.610674,Europe,Western Europe
2464,1972,51410364.0,France,19549.0,20.35384,Europe,Western Europe
2465,1973,51814076.0,France,20441.0,20.283956,Europe,Western Europe
2466,1974,52163552.0,France,20902.0,20.47427,Europe,Western Europe
2467,1975,52450032.0,France,20653.0,22.926859,Europe,Western Europe
2468,1976,52685272.0,France,21465.0,22.500789,Europe,Western Europe
2469,1977,52925440.0,France,22177.0,22.352627,Europe,Western Europe
2470,1978,53175308.0,France,22698.0,45.73628,Europe,Western Europe
2471,1979,53428780.0,France,23326.0,46.05069,Europe,Western Europe
2472,1980,53713836.0,France,23537.0,47.16964,Europe,Western Europe
2473,1981,54016748.0,France,23655.0,50.21998,Europe,Western Europe
2474,1982,54319652.0,France,24120.0,51.60907,Europe,Western Europe
2475,1983,54592384.0,France,24300.0,52.43576,Europe,Western Europe
2476,1984,54845984.0,France,24519.0,53.5405,Europe,Western Europe
2477,1985,55108104.0,France,24755.0,54.39893,Europe,Western Europe
2478,1986,55371640.0,France,25238.0,53.82926,Europe,Western Europe
2479,1987,55641536.0,France,25756.0,53.17366,Europe,Western Europe
2480,1988,55911476.0,France,26763.0,52.42251,Europe,Western Europe
2481,1989,56169944.0,France,27576.0,51.37323,Europe,Western Europe
2482,1990,56412896.0,France,28129.0,52.2363,Europe,Western Europe
2483,1991,56645216.0,France,28294.264,53.47425,Europe,Western Europe
2484,1992,56864048.0,France,28619.805,54.96788,Europe,Western Europe
2485,1993,57053728.0,France,28336.16,58.30627,Europe,Western Europe
2486,1994,57230064.0,France,28907.977,57.38131,Europe,Western Europe
2487,1995,57420356.0,France,29418.863,57.82695,Europe,Western Europe
2488,1996,57623180.0,France,29736.645,58.07357,Europe,Western Europe
2489,1997,57839364.0,France,30341.807,57.63285,Europe,Western Europe
2490,1998,58080344.0,France,31323.078,56.06974,Europe,Western Europe
2491,1999,58352208.0,France,32284.611,55.59106,Europe,Western Europe
2492,2000,58665456.0,France,33409.68,54.56844,Europe,Western Europe
2493,2001,59014776.0,France,33920.098,54.68121,Europe,Western Europe
2494,2002,59372784.0,France,34152.773,55.82669,Europe,Western Europe
2495,2003,59728260.0,France,34292.03,56.22148,Europe,Western Europe
2496,2004,60108436.0,France,35093.824,56.02873,Europe,Western Europe
2497,2005,60510080.0,France,35495.465,56.27096,Europe,Western Europe
2498,2006,60919152.0,France,36166.16,55.57141,Europe,Western Europe
2499,2007,61329380.0,France,36845.684,55.31333,Europe,Western Europe
2500,2008,61721004.0,France,36761.793,56.20906,Europe,Western Europe
2501,2009,62093300.0,France,35534.926,59.17557,Europe,Western Europe
2502,2010,62444568.0,France,36086.727,59.06962,Europe,Western Europe
2503,2011,62775272.0,France,36691.0,58.48595,Europe,Western Europe
2504,2012,63071412.0,France,36625.926,57.74259285499872,Europe,Western Europe
2505,2013,63335180.0,France,36647.22,58.30808142051449,Europe,Western Europe
2506,2014,63588496.0,France,36818.54,58.87712531925527,Europe,Western Europe
2507,2015,63809768.0,France,37077.89,59.45126262467707,Europe,Western Europe
2508,2016,63989320.0,France,37343.84,60.03049333677991,Europe,Western Europe
2509,2017,64144092.0,France,38037.336,60.61642533994568,Europe,Western Europe
2510,2018,64277812.0,France,38555.465,61.20585681994942,Europe,Western Europe
2511,2019,64399760.0,France,39084.656,61.800381706634205,Europe,Western Europe
2512,2020,64480052.0,France,35913.82,62.4,Europe,Western Europe
2513,1870,38186983.0,France,2990.0,13.24,Europe,Western Europe
2514,1871,38257751.0,France,3027.0,13.358855776856831,Europe,Western Europe
2515,1872,38317571.0,France,3312.0,13.451315229677917,Europe,Western Europe
2516,1873,38366403.0,France,3064.0,13.517523094921945,Europe,Western Europe
2517,1874,38415294.0,France,3438.0,13.557117580975559,Europe,Western Europe
2518,1875,38464245.0,France,3537.0,13.57031574299343,Europe,Western Europe
2519,1876,38513254.0,France,3233.0,13.55711758097556,Europe,Western Europe
2520,1877,38562323.0,France,3390.0,13.517378358463262,Europe,Western Europe
2521,1878,38611451.0,France,3333.0,13.451315229677919,Europe,Western Europe
2522,1879,38667543.0,France,3113.0,13.358855776856833,Europe,Western Europe
2523,1914,39582334.0,France,5158.0,11.213895584765819,Europe,Western Europe
2524,1915,39351947.0,France,5177.0,11.49989086182812,Europe,Western Europe
2525,1916,39122898.0,France,5520.0,11.834912584146675,Europe,Western Europe
2526,1917,38895178.0,France,4748.0,12.220080281994687,Europe,Western Europe
2527,1918,38680067.0,France,3819.0,12.653289213853853,Europe,Western Europe
2528,1919,38558175.0,France,4481.0,13.135524590969277,Europe,Western Europe
2529,1920,38529587.0,France,5144.0,13.666786413340954,Europe,Western Europe
2530,1921,38594388.0,France,4901.0,14.218345717994058,Europe,Western Europe
2531,1922,38752667.0,France,5754.0,14.75680255258206,Europe,Western Europe
2532,1923,39004517.0,France,5984.0,15.283679715595362,Europe,Western Europe
2533,1939,40314566.0,France,7640.0,22.14255843218885,Europe,Western Europe
2534,1940,40337546.0,France,6443.0,22.472454277921827,Europe,Western Europe
2535,1941,40401955.0,France,5274.0,22.781450303414374,Europe,Western Europe
2536,1942,40507882.0,France,4752.0,23.057681721072612,Europe,Western Europe
2537,1943,40655418.0,France,4559.0,23.30203643006459,Europe,Western Europe
2538,1944,40803492.0,France,3861.0,23.514514430390303,Europe,Western Europe
2539,1945,40952105.0,France,4101.0,23.69556673375004,Europe,Western Europe
2540,1990,983039.0,Gabon,7646.0,29.11645981,Africa,Sub-Saharan Africa
2541,1991,1010005.0,Gabon,8296.574,32.17916249,Africa,Sub-Saharan Africa
2542,1992,1037451.0,Gabon,8194.499,34.01684308,Africa,Sub-Saharan Africa
2543,1993,1065396.0,Gabon,8551.059,34.9954933,Africa,Sub-Saharan Africa
2544,1994,1093612.0,Gabon,9192.5625,31.61881403,Africa,Sub-Saharan Africa
2545,1995,1121961.0,Gabon,9833.989,34.61331565,Africa,Sub-Saharan Africa
2546,1996,1150602.0,Gabon,10389.21,29.5400852,Africa,Sub-Saharan Africa
2547,1997,1179817.0,Gabon,11202.839,37.24025992,Africa,Sub-Saharan Africa
2548,1998,1209839.0,Gabon,11758.16,55.09658498,Africa,Sub-Saharan Africa
2549,1999,1240778.0,Gabon,10648.09,33.38721712,Africa,Sub-Saharan Africa
2550,2000,1272941.0,Gabon,10637.8,27.01464125,Africa,Sub-Saharan Africa
2551,2001,1306593.0,Gabon,11104.553,37.76428889,Africa,Sub-Saharan Africa
2552,2002,1341696.0,Gabon,11141.463,31.54344446,Africa,Sub-Saharan Africa
2553,2003,1378406.0,Gabon,11665.832,26.34359478,Africa,Sub-Saharan Africa
